SYMBOL,DESCRIPTION,cik
CMAX,CAREMAX INC CLASS A (DE),CIK0001813914
CASY,CASEYS GENERAL STORES INC,CIK0000726958
CPAC,CEMENTOS PACASMAYO S.A.A. ADR ,CIK0001221029
CNP,"CENTERPOINT ENERGY, (HDG CO.) ",CIK0001130310
CNTY,CENTURY CASINO INC,CIK0000911147
CHX,CHAMPIONX CORP COM,CIK0001723089
CPK,CHESAPEAKE UTILITIES CORP,CIK0000019745
IMOS,CHIPMOS TECHNOLOGIES INC SPONS,CIK0001123134
CHD,CHURCH & DWIGHT CO INC,CIK0000313927
CHCO,CITY HOLDINGS CO,CIK0000726854
CVEO,CIVEO CORP CDA COM (CANADA),CIK0001590584
CLH,CLEAN HARBORS INC,CIK0000822818
CLSD,CLEARSIDE BIOMEDICAL INC COM,CIK0001539029
CODX,CO-DIAGNOSTICS INC COM,CIK0001692415
KOF,CCA-CLA FEMSA SAB CV ADS RPSTG,CIK0000910631
ENOV,ENOVIS CORPORATION COM NEW,CIK0001420800
CCZ,COMCAST HOLDINGS CORP 2.0% EX ,CIK0001166691
CBU,"COMMUNITY BANK SYSTEM,INC",CIK0000723188
CYH,"COMMUNITY HEALTH SYSTEMS,INC",CIK0001108109
CHCT,COMMUNITY HEALTHCARE TR INC CO,CIK0001631569
CRDV,COMMUNITY REDEV INC COM (OK),CIK0001084551
CTBI,COMMUNITY TRUST BANCORP INC,CIK0000350852
CHCI,COMSTOCK HLDG COS INC CL A COM,CIK0001299969
CONXW,CONX CORP WT EXP 10/30/2027,CIK0001823000
CPAAW,CONYERS PK III ACQ CORP WT EXP,CIK0001841137
CVLG,"COVENANT LOGISTICS GROUP, INC.",CIK0000928658
CRAWA,CRAWFORD UTD CORP CL A (OH),CIK0000047307
SLVO,CREDIT SUISSE AG NASSU BRH X-L,CIK0001053092
CCK,"CROWN HOLDINGS,INC.",CIK0001219601
CCEL,CRYO-CELL INTL INC,CIK0000862692
DMYS,DMY TECHNOLOGY GROUP INC VI CL,CIK0001858327
DJCO,DAILY JOURNAL CORP (S.C.),CIK0000783412
DPLS,DARKPULSE INC,CIK0000866439
DTEA,DAVIDSTEA INC COM STOCK,CIK0001627606
DE,DEERE & CO,CIK0000315189
DELKY,DELEK GROUP LTD ADS REPSTG 1/1,CIK0001361371
DO,DIAMOND OFFSHORE DRILLING INC ,CIK0000949039
DHCNL,DIVERSIFIED HEALTHCARE TRUST 6,CIK0001075415
DLY,DOUBLELINE YIELD OPPORTUNITIES,CIK0001788399
DEI,"DOUGLAS EMMETT, INC. COM",CIK0001364250
DOUG,DOUGLAS ELLIMAN INC COM S/O DI,CIK0001878897
DOW,DOW INC COM,CIK0001751788
DRVN,DRIVEN BRANDS HLDGS INC COM,CIK0001804745
DUET,DUET ACQUISITION CORP CL A (DE,CIK0001890671
EGGF,EG ACQUISITION CORP COM CL A (,CIK0001843973
EIC,EAGLE PT INCOME CO INC COM (DE,CIK0001754836
DEA,EASTERLY GOVERNMENT PROPERTIES,CIK0001622194
ECL,ECOLAB INC,CIK0000031462
EPC,EDGEWELL PERS CAR COMPANY COM ,CIK0001096752
EFTRW,EFFECTOR THERAPEUTICS INC,CIK0001828522
EMED,ELECTROMEDICAL TECHNOLOGIES IN,CIK0001715819
ELDN,ELEDON PHARMACEUTICALS INC,CIK0001404281
EVGDF,ELEVATION GOLD MNG CORP,CIK0001518353
EMLDW,FTAC EMERALD ACQUISITION CORP ,CIK0001889123
MSN,EMERSON RADIO CORP,CIK0000032621
EPAC,ENERPAC TOOL GROUP CORP CL A C,CIK0000006955
ENLC,ENLINK MIDSTREAM LLC COM UIT R,CIK0001592000
EFSCP,ENT.FINL SVCS CORP DEP SH REP ,CIK0001025835
EFX,EQUIFAX INCORPORATED,CIK0000033185
ERAS,ERASCA INC COM (DE),CIK0001761918
GMBLP,ESPORTS ENT GR INC.10.0% SER. ,CIK0001451448
MRAM,EVERSPIN TECHNOLOGIES INC COM ,CIK0001438423
EVOK,EVOKE PHARMA INC COM NEW,CIK0001403708
EVO,EVOTEC SE AMERICAN DEPOSITARY ,CIK0001412558
EVOJ,EVO ACQUISITION CORP CL A COM ,CIK0001834342
FATBB,FAT BRANDS INC COM CL B (DE),CIK0001705012
FSK,FS KKR CAPITAL CORP,CIK0001422183
FTHM,FATHOM HLDGS INC,CIK0001753162
FMCCL,FREDDIE MAC VR RATE NON-CUM PF,CIK0001026214
FSS,FEDERAL SIGNAL CORP,CIK0000277509
FFIV,"F5,INC. COMMON STOCK (WA)",CIK0001048695
FFNW,"FIRST FINANCIAL NORTHWEST, INC",CIK0001401564
FLIC,FIRST LONG ISLAND CORP,CIK0000740663
FMBH,FIRST MID BANCSHARES INC COM (,CIK0000700565
FFMGF,FIRST MNG GOLD CORP (CANADA),CIK0001641229
FNWB,FIRST NORTHWEST BANCORP COM,CIK0001556727
FSBC,FIVE STAR BANCORP,CIK0001275168
FIVN,FIVE9 INC,CIK0001288847
FIAC,FOCUS IMPACT ACQUISITION CORP ,CIK0001854480
FRXB,FOREST RD ACQUISITION CORP II ,CIK0001840161
FTV,FORTIVE CORP COM (DE),CIK0001659166
FWRD,FORWARD AIR CORPORATION,CIK0000912728
FRGAP,FRANCHISE GROUP INC PERP PFD S,CIK0001528930
FCEL,FUELCELL ENERGY INC COM PAR $ ,CIK0000886128
FSNB,FUSION ACQUISITION CORP II CL ,CIK0001840225
GLPI,GAMING & LEISURE PPTYS INC COM,CIK0001575965
GIPR,GENERATION INCOME PPTYS INC,CIK0001651721
GOVXW,GEOVAX LABS INC WT EXP,CIK0000832489
GBCI,GLACIER BANCORP INC,CIK0000868671
GKOS,GLAUKOS CORP COM STK (DE),CIK0001192448
GWSO,GLOBAL WARMING SOLUTION INC (O,CIK0001430300
GCFFF,GOLDCLIFF RESOURCE CORP COM NE,CIK0000863678
GRPH,GRAPHITE BIO INC,CIK0001815776
GECCO,GREAT ELM CAP CORP 5.875% NOTE,CIK0001675033
GRTS,GRITSTONE BIO INC COM (DE),CIK0001656634
GO,GROCERY OUTLET HLDG CORP COM,CIK0001771515
PAC,GRUPO AEROPORTUARIO DEL PACIFI,CIK0001347557
GH,GUARDANT HEALTH INC COM,CIK0001576280
HNRG,HALLADOR ENERGY COMP COM STK (,CIK0000788965
HBB,HAMILTON BEACH BRANDS HLDG CO ,CIK0001709164
HOG,HARLEY DAVIDSON INC,CIK0000793952
HVT,HAVERTY FURNITURE CO INC,CIK0000216085
HWKN,HAWKINS INC,CIK0000046250
HSTM,HEALTHSTREAM INC,CIK0001095565
HWELW,HEALTHWELL ACQUISITION CORP I ,CIK0001845013
HRTG,HERITAGE INSURANCE HOLDINGS IN,CIK0001598665
HIBB,HIBBETT INC COM,CIK0001017480
HMST,HOMESTREET INC COM,CIK0001518715
HBNC,HORIZON BANCORP INC COM STK(IN,CIK0000706129
HMBL,HUMBL INC,CIK0001119190
ITOX,IIOT-OXYS INC,CIK0001290658
IPGP,IPG PHOTONICS CORPORATION COM ,CIK0001111928
IWSY,"IMAGEWARE SYSTEMS,INC",CIK0000941685
IMMX,IMMIX BIOPHARMA INC COM (DE),CIK0001873835
PI,IMPINJ INC COM,CIK0001114995
IGTAW,INCEPTION GROWTH ACQUISITION W,CIK0001866838
ICD,INDEPENDENCE CONTRACT DRILLING,CIK0001537028
IGEX,INDO GLOBAL EXCHANGE(S) PTE. L,CIK0001442853
III,INFORMATION SERVICES GROUP INC,CIK0001371489
IR,INGERSOLL RAND INC COM (DE),CIK0001699150
INVA,INNOVIVA INC COM STK (DE),CIK0001080014
IDN,INTELLICHECK INC COM STK (DE) ,CIK0001040896
ICPT,INTERCEPT PHARMACEUTICALS INC ,CIK0001270073
LINK,INTERLINK ELECTRONICS COMMON S,CIK0000828146
ITCI,INTRA-CELLULAR THERAPIES INC. ,CIK0001567514
IHIT,INVESCO HIGH INCOME 2023 TARGE,CIK0001682811
DBP,INVESCO DB MULTI-SECTOR CMDT T,CIK0001383057
IAU,ISHARES GOLD TRUST ISHARES NEW,CIK0001278680
JACK,JACK IN THE BOX INC.,CIK0000807882
JXN,JACKSON FINL INC CL A (DE),CIK0001822993
JAN,JANONE INC COM,CIK0000862861
HCNEW,JAWS HURRICANE ACQUISITION COR,CIK0001843205
JELD,JELD-WEN HLDG INC COM,CIK0001674335
JROOF,JERICHO ENERGY VENTURES INC CO,CIK0001602380
JBT,JOHN BEAN TECHNOLOGIES CORPORA,CIK0001433660
KAVL,KAIVAL BRANDS INNOVATIONS,CIK0001762239
KMPB,KEMPER CORP DEL FXD RATE RESET,CIK0000860748
KZR,KEZAR LIFE SCIENCES INC,CIK0001645666
KOP,"KOPPERS HOLDINGS, INC.",CIK0001315257
LZB,LA-Z-BOY INCORPORATED,CIK0000057131
LCAHW,LANDCADIA HLDGS IV INC WT EXP ,CIK0001844642
LRDC,LAREDO OIL INC COM STK (DE),CIK0001442492
LEAT,LEATT CORP COMMON STOCK,CIK0001456189
LMAT,"LEMAITRE VASCULAR, INC COM",CIK0001158895
LXP,LXP INDUSTRIAL TRUST COM,CIK0000910108
LMNL,LIMINAL BIOSCIENCES INC COM NE,CIK0001351172
LIND,LINDBLAD EXPEDITIONS HLDGS INC,CIK0001512499
LCGMF,LION COPPER & GOLD CORP COM (C,CIK0001339688
LAD,LITHIA MOTORS INC COM,CIK0001023128
LIVE,LIVE VENTURES INC COM NEW,CIK0001045742
LIXTW,LIXTE BIOTECHNOLOGY HLDGS INC ,CIK0001335105
LOMA,LOMA NEGRA CORP SPONSORED ADS ,CIK0001711375
MFA,"MFA FINANCIAL, INC COM NEW",CIK0001055160
MTG,MGIC INVESTMENT CORP,CIK0000876437
MSGS,MADISON SQUARE GARDEN SPORTS C,CIK0001636519
MAN,MANPOWER GROUP,CIK0000871763
MFC,MANULIFE FINANCIAL CORP,CIK0001086888
MTCH,MATCH GROUP INC COM STK (DE),CIK0000891103
MATW,MATTHEWS INTL CORP CL-A,CIK0000063296
SLNH,"SOLUNA HOLDINGS, INC. COMMON S",CIK0000064463
MLLOF,MEDALLION RES LTD (CANADA),CIK0001370496
MBINO,MERCHANTS BANCORP IND D SHSRPS,CIK0001629019
MMSI,MERIT MEDICAL SYSTEMS INC,CIK0000856982
MESA,MESA AIR GROUP INC COM NEW (NV,CIK0000810332
CXE,MFS HIGH INCOME MUNI TR,CIK0000845606
MHK,MOHAWK INDUSTRIES INC,CIK0000851968
MPWR,"MONOLITHIC POWER SYSTEMS, INC ",CIK0001280452
MCO,MOODY'S CORPORATION,CIK0001059556
MCAG,MOUNTAIN CREST ACQ.CORP V COM ,CIK0001859035
MOV,MOVADO GROUP INC,CIK0000072573
MOVE,MOVANO INC COM (DE),CIK0001734750
MWA,"MUELLER WATER PRODUCTS, INC. S",CIK0001350593
COOP,MR COOPER GROUP INC COM (DE),CIK0000933136
NBTB,N B T BANCORP INC,CIK0000790359
NNBR,NN INC,CIK0000918541
NC,NACCO INDUSTRIES INC CL A,CIK0000789933
NBTX,NANOBIOTIX S A SPONSORED ADS,CIK0001760854
NNI,NELNET INC CL A,CIK0001258602
NTST,NETSTREIT CORP (MD),CIK0001798100
NTIP,"NETWORK-1 TECHNOLOGIES, INC. C",CIK0001065078
NBO,NEUBERGER BERMAN NEW YORK MUNI,CIK0001178841
NVRO,NEVRO CORP COM STK (DE),CIK0001444380
NXDT,NEXPOINT DIVERSIFIED REAL ESTA,CIK0001356115
LASR,"NLIGHT, INC. COMMON STOCK",CIK0001124796
NOGNW,NOGIN INC WT EXP(DE)08/24/27,CIK0001841800
NOC,NORTHROP GRUMMAN CP (HLDG CO) ,CIK0001133421
NVFY,NOVA LIFESTYLE INC COM NEW,CIK0001473334
NVO,NOVO NORDISK ADS (1 ORD SH),CIK0000353278
NUVA,NUVASIVE INC,CIK0001142596
NTR,NUTRIEN LTD COM SHS (CAD),CIK0001725964
NPFD,NUVEEN VAR RATE PFD & INCOME F,CIK0001865389
OLB,OLB GROUP INC COM PAR$,CIK0001314196
OCFC,OCEANFIRST FINC'L CORP,CIK0001004702
OFED,OCONEE FED FINL CORP,CIK0001501078
LPRO,OPEN LENDING CORP CL A,CIK0001806201
OCEL,ORGANICELL REGENERATIVE MEDICI,CIK0001557376
OSK,OSHKOSH CORPORATION (HOLDING C,CIK0000775158
PJT,PJT PARTNERS INC COM STK CL A ,CIK0001626115
PPBI,PACIFIC PREMIER BANCORP INC,CIK0001028918
PACV,PACIFIC VENTURES GROUP INC,CIK0000882800
FWFW,FLYWHEEL ADVANCED TECHNOLOGY,CIK0001492617
PARR,PAR PACIFIC HOLDINGS INC,CIK0000821483
PWP,PERELLA WEINBERG PARTNERS CL A,CIK0001777835
PNI,PIMCO NY MUNI INCOME FD II,CIK0001170311
PAA,PLAINS ALLAMERICAN PIPELINE,CIK0001070423
PII,POLARIS INC.,CIK0000931015
PFC,PREMIER FINL CORP COM,CIK0000946647
PBIO,PRESSURE BIOSCIENCES,CIK0000830656
RXMD,PROGRESSIVE CARE INC COM NEW,CIK0001402945
PMN,PROMIS NEUROSCIENCES INC,CIK0001374339
EUO,PROSHARES TR 11 PROSHARES ULTR,CIK0001415311
PFH,PRUDENTIAL FINL INC JR SUB NT ,CIK0001137774
PEG,PUB SVC ENTERPRISE GROUP INC,CIK0000788784
QUAD,"QUAD/GRAPHICS, INC CLASS A COM",CIK0001481792
KWR,QUAKER HOUGHTON,CIK0000081362
MMMM,QUAD M SOLUTIONS INC COM NEW,CIK0000066600
QLGN,QUALIGEN THERAPEUTICS INC COM ,CIK0001460702
CTDD,QWEST CORP NT,CIK0000068622
RLJ,RLJ LODGING TR COM,CIK0001511337
RL,RALPH LAUREN CORPORATION,CIK0001037038
REEMF,RARE ELEMENT RES LTD,CIK0001419806
RXRX,RECURSION PHARMACEUTICALS INC ,CIK0001601830
RSMXF,REGENCY SILVER CORP COM (CANAD,CIK0001858994
RGS,REGIS CORP-MN-,CIK0000716643
SOL,EMEREN GROUP LTD. SPONSORED AD,CIK0001417892
RTO,RENTOKIL INITIAL PLC SPONS ADR,CIK0000930157
RPTX,REPARE THERAPEUTICS INC (CAN) ,CIK0001808158
RSSS,"RESEARCH SOLUTIONS, INC. COMMO",CIK0001386301
RVIC,RETAIL VALUE INC COM,CIK0001735184
ROK,ROCKWELL AUTOMATION INC.,CIK0001024478
SKM,SK TELECOM CO LTD,CIK0001015650
SAML,SAMSARA LUGGAGE INC,CIK0001530163
SBBA,SCORPIO TANKERS INC. SR NT,CIK0001483934
SFDL,SECURITY FED CORP,CIK0000818677
SLQT,"SELECTQUOTE, INC.",CIK0001794783
SGIOY,Shionogi & Co Ltd Unsponsored ,CIK0001281721
SGHT,SIGHT SCIENCES INC COM (DE),CIK0001531177
SFNC,SIMMONS FIRST NATL CRP CL-A,CIK0000090498
MICS,SINGING MACH INC COM PAR $0.01,CIK0000923601
SIXWF,SIXTH WAVE INNOVATIONS INC COM,CIK0001515251
SY,SO-YOUNG INTL INC SPONSORED AD,CIK0001758530
WNDW,SOLARWINDOW TECHNOLOGIES INC (,CIK0001071840
SLNO,SOLENO THERAPEUTICS INC COM PA,CIK0001484565
SOTK,SONO-TEK CORP,CIK0000806172
SOHOO,SOTHERLY HOTELS INC CUM REDEM ,CIK0001301236
SOUNW,SOUNDHOUND AI INC WT EXP(DE)04,CIK0001840856
BTTC,BITECH TECHNOLOGIES CORPORATIO,CIK0001066764
SPWH,SPORTSMAN'S WAREHOUSE HOLDINGS,CIK0001132105
PHYS,SPROTT PHYSICAL GOLD TRUST UNI,CIK0001477049
SPPP,SPROTT PHYSICAL PLATINUM AND,CIK0001539190
STAL,STAR ALLIANCE INTL C,CIK0001614556
STT,STATE STREET CORP,CIK0000093751
STAB,STATERA BIOPHARMA INC,CIK0001318641
PGEZF,STILLWATER CRITICAL MINERALS,CIK0001700157
SNEX,STONEX GROUP INC,CIK0000913760
SYK,STRYKER CORP,CIK0000310764
SMFG,SUMITOMO MITSUI FINANCIAL GROU,CIK0001022837
SNPW,SUN PAC HLDGS CORP,CIK0001343465
SURG,SURGEPAYS INC COM NEW (NV),CIK0001392694
CEAD,CEA IND INC COM NEW,CIK0001482541
SYNH,SYNEOS HEALTH INC CL A (DE),CIK0001610950
TPH,TRI POINTE HOMES INC (DE),CIK0001561680
TTCM,TAUTACHROME INC,CIK0001389067
TISI,TEAM INC COM NEW,CIK0000318833
TRNO,TERRENO REALTY CORPORATION COM,CIK0001476150
TCBS,TEXAS CMNTY BANCSHARES INC COM,CIK0001849466
THR,THERMON GROUP HLDGS INC,CIK0001489096
THRD,THIRD HARMONIC BIO INC COM(DE),CIK0001923840
KRKR,36KR HLDGS INC ADR (CYM),CIK0001779476
TBLD,THORNBURG INCOME BLDR OPPORTUN,CIK0001820378
DDD,3 D SYSTEMS CORP NEW,CIK0000910638
TMST,TIMKENSTEEL CORPORATION,CIK0001598428
TMNA,TINGO INC,CIK0001648365
TTP,TORTOISE PIPELINE & ENERGY FD ,CIK0001526329
TAC,TRANSALTA CORP CANADA (F),CIK0001144800
TREX,TREX CO INC,CIK0001069878
TY,TRI CONTINENTAL CORPORATION,CIK0000099614
TPHS,TRINITY PLACE HLDGS INC COM ST,CIK0000724742
TSGTY,TSINGTAO BREWERY CO LTD ADR,CIK0000939383
TOUR,TUNIU CORP SPONS ADS REPSTG CL,CIK0001597095
TWIN,TWIN DISC.INCORPORATED,CIK0000100378
TSN,TYSON FOODS INC CL A,CIK0000100493
USCB,USCB FINL HLDGS INC CL A (FL) ,CIK0001901637
PATH,UIPATH INC CL A,CIK0001734722
UCTT,ULTRA CLEAN HOLDINGS INC,CIK0001275014
UA,UNDER ARMOUR INC CL C,CIK0001336917
USEG,U S ENERGY CORP DEL COM PAR$.0,CIK0000101594
UNVR,UNIVAR SOLUTIONS INC COM STK (,CIK0001494319
UONEK,URBAN ONE INC CL D NON VTG,CIK0001041657
DEFTF,VALOUR INC COM(CANADA),CIK0001888274
VAXX,VAXXINITY INC COM CL A,CIK0001851657
VBTX,VERITEX HLDGS INC COM STK (TX),CIK0001501570
VERY,VERICITY INC COM,CIK0001575434
VSSYW,VERSUS SYS INC WT EXP (CAN),CIK0001701963
RBOT,VICARIOUS SURGICAL INC CL A (D,CIK0001812173
VICR,VICOR CORP,CIK0000751978
VPG,"VISHAY PRECISION GROUP, INC CO",CIK0001487952
VSTO,VISTA OUTDOOR INC COM STK,CIK0001616318
VEDU,VISIONARY ED TECHNOLOGY HLDGS ,CIK0001892274
VBOCU,VISCOGLIOSI BROS ACQ CORP 1 CO,CIK0001853920
CBH,VIRTUS CONVERTIBLE & INCOME 20,CIK0001701809
IDE,VOYA INFRASTRUCTURE,CIK0001417802
WPC,"W.P. CAREY INC "" REIT"" COM",CIK0001025378
WEN,WENDYS CO CL A COM STK (DE),CIK0000030697
WES,WESTERN MIDSTREAM PARTNERS L P,CIK0001423902
WHG,WESTWOOD HLDGS GROUP INC.,CIK0001165002
WRAC,WILLIAMS ROWLAND ACQUISITION C,CIK0001855168
WLFC,WILLIS LEASE FINL CORP,CIK0001018164
WTFCP,WINTRUST FINL CORP,CIK0001015328
GCC,WISDOMTREE TRUST,CIK0001379606
WOLF,WOLFSPEED INC COM (NC),CIK0000895419
XEL,XCEL ENERGY INC,CIK0000072903
XMTR,"XOMETRY, INC. CLASS A COMMON S",CIK0001657573
YPF,YPF SOCIEDAD ANONIMA ADS,CIK0000904851
ZVIA,ZEVIA PBC CL A COM (DE),CIK0001854139
ZYME,ZYMEWORKS INC COM(DE),CIK0001403752
AIB,AIB ACQUISITION CORP USD CL A ,CIK0001882963
ALSA,ALPHA STAR ACQUISITION CORP US,CIK0001865111
APXIW,APX ACQUISITION CORP I WT EXP ,CIK0001868573
AFAR,AURA FAT PROJS ACQUISITION COR,CIK0001901886
BFAC,BATTERY FUTURE ACQUISITION COR,CIK0001880441
BLEUW,BLEUACACIA LTD WT EXP (CYM),CIK0001843370
CCTS,CACTUS ACQUISITION CORP. 1 LTD,CIK0001865861
CCTSW,CACTUS ACQUISITION CORP. 1 LTD,CIK0001865861
CMBM,CAMBIUM NETWORKS CORP SHS (CYM,CIK0001738177
DOGZ,DOGNESS INTL CORP CL A COM (VG,CIK0001707303
GAMB,GAMBLING COM GROUP LTD ORD NPV,CIK0001839799
GTES,GATES INDL CORP PLC SHS (GBR) ,CIK0001718512
GTAC,GLOBAL TECHNOLOGY ACQUISITION ,CIK0001848821
GPACW,GLOBAL PARTNER ACQUISITION COR,CIK0001831979
GBRG,GOLDENBRIDGE ACQUISITION LTD U,CIK0001822792
HHGCR,HHG CAP CORP RT 02/25/2026 (VG,CIK0001822886
HAIA,HEALTHCARE AI ACQUISITION CORP,CIK0001848861
ICHR,ICHOR HLDGS LTD SHS (CYM),CIK0001652535
IOACW,INNOVATIVE INTL ACQUISITION CO,CIK0001854275
KALWW,KALERA PUB LTD CO WT EXP (IRL),CIK0001909152
LHC,LEO HLDGS CORP II,CIK0001824153
LMDX,LUMIRADX LTD SHS LTD (CYM),CIK0001685428
NCACW,NEWCOURT ACQ.CORP WT EXP (CYM),CIK0001849475
SEED,ORIGIN AGRITECH LIMITED,CIK0001321851
OXBR,OXBRIDGE RE HOLDINGS LTD ORD S,CIK0001584831
PLAOW,PATRIA LATIN AMERN OPPORTUNITY,CIK0001849737
RETO,RETO ECO-SOLUTIONS INC USD COM,CIK0001687277
RONI,RICE ACQUISITION CORP II ORD S,CIK0001845437
ROSEW,ROSE HILL ACQUISITION CORP WT ,CIK0001870129
SAI,SAI TECH GLOBAL CORP CL A ORD ,CIK0001847075
TETE,TECHNOLOGY & TELECOMMUNICATION,CIK0001900679
VTDRF,VANTAGE DRILLING INTL ORD SHS ,CIK0001465872
WNW,MEIWU TECHNOLOGY CO LTD,CIK0001787803
WTW,WILLIS TOWERS WATSON PUB LTD C,CIK0001140536
WWAC,WORLDWIDE WEBB ACQ.CORP CL A O,CIK0001853044
CB,CHUBB LTD COM,CIK0000896159
PYPD,POLYPID LTD SHS NEW (ISR),CIK0001611842
RVSN,RAIL VISION LTD SHARE(ISR),CIK0001743905
RWLK,REWALK ROBOTICS LTD SHS NEW (I,CIK0001607962
SSYS,STRATASYS LTD ORD SHS (ISRAEL),CIK0001517396
CLB,CORE LABS N.V.,CIK0001000229
XPRO,EXPRO GROUP HLDGS NV COM (NLD),CIK0001575828
LPG,DORIAN LPG LTD COM STK (MHL),CIK0001596993
GSL,"GLOBAL SHIP LEASE, INC. COM CL",CIK0001430725
NMM,NAVIOS MARITIME PARTNERS L.P. ,CIK0001415921
ABVC,ABVC BIOPHARMA INC COM,CIK0001173313
ACP,ABRDN INCOME CREDIT STRATEGIES,CIK0001503290
PALL,ABRDN PALLADIUM ETF TR PHYSICA,CIK0001459862
ADTN,ADTRAN HLDGS INC COM,CIK0000926282
ATNM,"ACTINIUM PHARMACEUTICALS, INC.",CIK0001388320
JEWL,ADAMAS ONE CORP COM,CIK0001884072
ATXG,ADDENTAX GROUP CORP COM NEW (N,CIK0001650101
ADXN,ADDEX THERAPEUTICS LTD ADS,CIK0001574232
AGLE,"AEGLEA BIOTHERAPEUTICS, INC. C",CIK0001636282
ADNWW,"ADVENT TECHNOLOGIES HOLDINGS, ",CIK0001744494
ADVWW,ADVANTAGE SOLUTIONS INC WT EXP,CIK0001776661
AEG,AEGON NV -ORD-,CIK0000769218
GMFIW,AETHERIUM ACQUISITION CORP WT ,CIK0001866547
AMG,AFFILIATED MANAGERS GROUP INC ,CIK0001004434
MGRD,AFFILIATED MANAGERS GROUP INC ,CIK0001004434
A,"AGILENT TECHNOLOGIES, INC",CIK0001090872
MIMO,AIRSPAN NETWORKS HOLDINGS INC ,CIK0001823882
AKBA,AKEBIA THERAPEUTICS INC COM,CIK0001517022
KERNW,AKERNA CORP WT EXP 08/01/24,CIK0001755953
ACI,"ALBERTSONS COMPANIES, INC.",CIK0001646972
ALEC,ALECTOR INC COM (DE),CIK0001653087
LNT,ALLIANT ENERGY CORPORATION,CIK0000352541
ALTG,ALTA EQUIPMENT GROUP INC (DE) ,CIK0001759824
ATUS,ALTICE USA INC CLASS A (DE),CIK0001702780
FOLD,AMICUS THERAPEUTICS INC COM ST,CIK0001178879
AMPE,AMPIO PHARMACEUTICALS INC COM ,CIK0001411906
ELV,ELEVANCE HEALTH INC.,CIK0001156039
APPF,APPFOLIO INC COM CL A,CIK0001433195
ATR,APTAGROUP INC,CIK0000896622
ARCH,"ARCH RESOURCES, INC",CIK0001037676
ARDS,ARIDIS PHARMACEUTICALS INC COM,CIK0001614067
ARIZR,ARISZ ACQ.CORP RT(DE),CIK0001882078
ARKO,ARKO CORP,CIK0001823794
ASND,ASCENDIS PHARMA A/S SPONSORED ,CIK0001612042
ASH,ASHLAND INC.,CIK0001674862
AIZN,ASSURANT INC SUB NT 5.25% SUBO,CIK0001267238
ASTE,ASTEC INDS INC,CIK0000792987
ASUR,"ASURE SOFTWARE, INC COM",CIK0000884144
ATCX,ATLAS TECHNICAL CONSULTANTS,CIK0001751143
BCEL,ATRECA INC CL A COM,CIK0001532346
AVLNF,AVALON ADVANCED MATLS INC COM ,CIK0001362898
AVNT,AVIENT CORPORATION,CIK0001122976
AXIM,"AXIM BIOTECHNOLOGIES, INC COMM",CIK0001514946
BRT,BRT APARTMENTS CORP COM 0.01 P,CIK0000014846
RILYN,B RILEY FINL INC 6.5% SR NT DU,CIK0001464790
BOH,BANK OF HAWAII CORPORATION,CIK0000046195
BFIN,BANK FINANCIAL CORP,CIK0001303942
BWFG,"BANKWELL FINANCIAL GROUP, INC.",CIK0001505732
BNNR,BANNER ACQUISITION CORP CL A (,CIK0001852332
SGG,BARCLAYS BK PLCIPATH SER B BLO,CIK0000312070
BODY,BEACHBODY CO INC CL A (DE),CIK0001826889
BELFB,BEL FUSE INC CL B,CIK0000729580
BRBR,BELLRING DISTR LLC COM (DE),CIK0001772016
TWCBW,BILANDER ACQUISITION CORP WT E,CIK0001845618
BIVI,BIOVIE INC CL A NEW,CIK0001580149
BKH,BLACK HILLS CORPORATIONS,CIK0001130464
BSM,BLACK STONE MINERALS L P COM U,CIK0001621434
BLBX,BLACKBOXSTOCKS INC,CIK0001567900
BLBX,BLACKBOXSTOCKS INC COM PAR $0.,CIK0001567900
MUJ,BLACKROCK MUNIHLDGS NJ QUAL FN,CIK0001053988
BOOT,BOOT BARN HLDGS INC COM STK (D,CIK0001610250
BQ,BOQII HLDG LTD SPONSORED ADS N,CIK0001815021
BFAM,BRIGHT HORIZONS FAMILY SOLUTIO,CIK0001437578
BEDU,BRIGHT SCHOLAR ED HLDGS LTD SP,CIK0001696355
BYNOW,BYNORDIC ACQUISITION CORP RED ,CIK0001801417
CKHUY,CK HUTCHISON HLDGS LTD ADR,CIK0001637120
PMTS,CPI CARD GROUP INC COM NEW,CIK0001641614
CSPI,C S P INC,CIK0000356037
CANF,CAN-FITE BIOPHARMA LTD SPONSOR,CIK0001536196
CNNE,CANNAE HLDGS INC COM STK (DE) ,CIK0001704720
CSII,CARDIOVASCULAR SYS INC COM STK,CIK0001180145
CNC,CENTENE CORP DEL,CIK0001071739
CVCY,CENTRAL VALLEY COMM BANCORP,CIK0001127371
CCV,CHURCHILL CAP CORP V,CIK0001812234
CIR,"CIRCOR INTERNATIONAL,INC",CIK0001091883
CIVB,CIVISTA BANCSHARES INC COM NO ,CIK0000944745
CLIN,CLEAN EARTH ACQUISITIONS CORP ,CIK0001883984
CWEN,CLEARWAY ENERGY INC,CIK0001567683
CAG,CONAGRA BRANDS INC,CIK0000023217
CFRX,CONTRAFECT CORP COM PAR $0.000,CIK0001478069
CPAAU,CONYERS PARK III ACQUISITION C,CIK0001841137
LVRLF,CORDOVACANN CORP (CANADA),CIK0001168981
COUR,COURSERA INC COM (DE),CIK0001651562
